测试情景编号,2024年利润/元,2025年利润/元,2026年利润/元,2027年利润/元,2028年利润/元,2029年利润/元,2030年利润/元
2545,4848366.569085632,4823585.33157489,5268384.160769169,5029064.167976127,5361796.402543869,5227092.3659797665,5434221.608612529
2546,4930580.637899805,4888845.655379365,5307185.601539393,4878253.00932226,5320003.8172299415,5312902.456726969,5463228.561239285
2547,4953299.58139119,5026041.896549731,5228367.9980997285,4960498.168059764,5463699.439485949,5311977.361628817,5477365.982318105
2548,4897191.794956175,4863515.4207662465,5297194.1426508725,4965086.855320079,5333588.218242359,5341066.918211927,5506043.179694032
2549,4883936.733529834,5016186.287454723,5149278.990670877,5098798.093328432,5502273.690877255,5252444.025094958,5606314.54530612
2550,4951002.90556063,4907176.762298001,5264937.691520028,5059420.512260068,5455561.619594801,5222992.868098129,5487825.356338296
2551,4894340.713754677,4956627.206758084,5360609.47399775,4946607.183414092,5490997.022126458,5374205.227596472,5513229.258228883
2552,4952364.093999224,4902741.030275598,5263873.666615569,4952425.095178794,5500329.122993583,5260586.922359611,5551961.981647249
2553,4990974.1980933165,4927679.497189854,5229285.565392982,4913916.112570341,5267754.486423571,5370764.208260846,5505643.455280956
2554,4854300.400163658,4986726.663065987,5292255.326755936,4974460.26377093,5559914.688400027,5454980.485248338,5528532.924299449
2555,4910602.814296949,4897025.9912060145,5344912.522718818,4929731.919475244,5455736.585979511,5287440.063405979,5480129.666847233
2556,4856947.191492194,5063126.805859144,5265793.32173134,4941699.154183499,5462577.688822758,5389689.348595909,5484980.28318304
2557,4998339.765838767,4862666.523776343,5160844.8966198135,5037246.467138343,5460024.557488389,5425184.172575007,5553532.085598786
2558,4890990.888397682,4905803.956489451,5270242.79215551,4879485.303575896,5487551.247581519,5191824.563765746,5618175.036242202
2559,4901963.770731105,4882064.709219652,5312590.150303447,4951429.036140653,5429931.877757074,5329315.6356460415,5610623.057231685
2560,4835860.536297233,4872758.024453502,5317811.675729164,4877638.367171319,5397459.422028841,5382950.293656731,5576842.477901603
2561,4892824.53171522,4959556.234557443,5248666.148187251,5024552.979432481,5347161.036603451,5343082.239143199,5660776.906332335
2562,4950593.52356788,4936079.5415525315,5318656.002600346,5018739.593504186,5403236.181673905,5269035.253638001,5597450.335653525
2563,4977808.7733259145,4866878.730655259,5304972.513916069,4916393.060460364,5483723.399068939,5326767.739801138,5581319.620724319
2564,4876290.431170798,4958633.305537147,5255361.678676805,5036212.1397826085,5349018.224129908,5353635.944308571,5465947.418957141
2565,4935781.744137799,4913614.918071661,5205112.988061126,4961617.088523961,5409562.66158629,5336985.956889096,5510763.32906274
2566,4922453.6395296175,4921643.537809577,5296710.209751355,4929421.470845345,5458425.038449118,5316418.793886492,5497297.643251756
2567,4859273.29321091,4848265.736699428,5233338.990029827,4875432.470088657,5306326.032758857,5388866.254121808,5629440.959133785
2568,4992487.873240013,4948713.9484382775,5440876.430683312,4925916.874278388,5446379.147118336,5300573.272826573,5605489.689811643
2569,4919159.420947176,4866544.747039893,5260792.397113361,4949927.823324132,5434168.595350605,5325655.142510482,5651574.954878517
2570,4876801.725281124,4966770.879228956,5125453.018405909,4918577.170285614,5412588.943290828,5333866.815935908,5562893.128914013
2571,4916435.966742687,4871168.900341095,5299476.433893047,4941246.569709609,5441462.542309738,5283754.004056563,5671983.662619119
2572,4901253.073273269,4946475.235871465,5309888.306736558,5004370.033162028,5403275.006240274,5407910.944806802,5478798.875214979
2573,4913786.908738387,4924438.013297265,5260877.01664704,4948879.075462954,5495681.090283268,5426670.0266340915,5601591.395274182
2574,4918568.057242254,4953297.338173581,5287331.120160001,5005550.319837625,5466533.088169964,5311628.872736113,5410940.975820245
2575,4932340.778572061,4901756.227783999,5319984.127869816,4821972.922716266,5535999.961212281,5160946.425986526,5574568.344646128
2576,4872499.607029125,4923582.871819748,5290595.310413075,4876840.452638866,5361215.491661048,5306436.314571277,5587950.111396569
2577,5018483.512774443,4855867.940561361,5212352.833482215,4947637.382803472,5458365.611709115,5261270.327735352,5495611.917240767
2578,4885060.431787261,4871559.243524883,5227381.386596342,4962114.945005758,5471786.269411241,5508133.659877871,5652580.202468259
2579,4816526.325152351,4898107.25877738,5279668.157850762,4976064.476173271,5427514.765129842,5444609.835145759,5477348.586443735
2580,4962128.798737504,4931970.659424918,5294891.023405554,4955612.458004254,5460427.900592951,5333722.307465795,5632845.358224262
2581,4867013.842412344,4948301.220743187,5201489.60668072,4917386.358645739,5383346.300901178,5342129.280612832,5505385.298775433
2582,5074417.050612415,5045517.260025173,5255685.20424182,4909122.938403381,5456086.3359581595,5315840.279824889,5500578.137287963
2583,4839310.823006214,4912522.564427916,5181869.987773652,5060040.539227428,5358407.554056374,5194462.157588518,5487257.571346297
2584,4877844.99811917,5008391.103123284,5179740.414027358,4998375.3954607835,5440210.410916965,5443800.035210622,5647770.3323258255
2585,5002795.800740318,4918183.593886386,5231371.098098261,4995833.173980163,5462731.877913481,5300456.584841774,5589025.151896373
2586,4978444.561822685,4958333.972353091,5249750.874757147,4962741.677817509,5544176.139127387,5432162.028822635,5605201.384164646
2587,4876537.62506649,4889811.143059823,5238663.461398033,4951072.603426078,5405755.409668978,5378765.763535685,5505804.77922989
2588,4939163.364513783,4942874.015972295,5204094.447136905,5014023.534117179,5454622.919013333,5339919.866623332,5448868.496134163
2589,5003673.091150137,4795831.4510924015,5179708.948929101,4871963.114047753,5475365.439471534,5356545.134384798,5572902.486679461
2590,4922746.601667092,4865994.345102524,5284000.4988191,5004693.005328894,5452079.967148058,5303408.3565203175,5416907.020356751
2591,4989928.313912272,4950926.428527054,5302032.198391081,4965899.2671472095,5515399.01786536,5320206.7378528835,5518905.598119993
2592,4911905.85016626,4923183.290341948,5239304.319028696,4979625.478325102,5522528.169954329,5401637.877242995,5523837.231672107
2593,4938336.475556228,5024121.784031518,5093939.104537122,4997946.087746137,5341221.004168973,5297460.261317946,5555680.49977042
2594,4909547.6877961485,4915309.393479515,5261039.086577748,4989857.425223673,5397957.073407648,5328542.0148670245,5623102.986493669
2595,4905759.09005874,4862082.5587532455,5377745.797519748,4907814.580223158,5403237.2448223205,5231407.954900436,5677277.5419178195
2596,4923851.6927011125,4918234.048118346,5157740.489833242,5057384.414790017,5443859.327804461,5171252.719293151,5488878.859930894
2597,4915289.552093161,4957993.916563472,5281499.9153237175,5031562.845453327,5416516.303369136,5386372.05250921,5592242.2253423
2598,4827728.5186677,4932777.491738673,5250976.497215289,4880950.523100974,5397399.207652831,5346467.868725099,5619667.075067527
2599,4873355.895792526,4905129.7721791845,5275287.386956238,4856688.597482444,5391615.792641383,5404867.608780822,5499251.432460088
2600,4891444.850756684,4881382.405358544,5202147.154292705,4962410.383032405,5471558.6036896575,5248489.067698417,5644581.344994749
2601,4859984.364260036,4959600.76054438,5299557.967945798,5110861.519587902,5305935.516626227,5266386.129969906,5463371.403891612
2602,4958014.8616367,4989457.080813238,5265192.367566079,4923611.592560795,5540804.307665025,5245948.229902586,5559744.519011843
2603,4924679.139011045,4852025.554669909,5206692.200210952,5017380.774492407,5497363.828444683,5345186.026760479,5593225.808754437
2604,4940759.866023675,5024664.950889008,5304100.706332335,4920747.753681172,5375680.102752615,5344675.912199492,5462911.7383547565
2605,4827903.120432287,4879990.26895054,5232521.387037246,4986638.487317781,5353702.071468459,5206311.964862646,5497255.932236818
2606,4977739.75243928,4907691.587491808,5319063.804262564,4962813.687851636,5437436.432051867,5262992.283049643,5586791.872087862
2607,4990261.680142716,4975851.856913174,5263767.8825040795,5010760.077678203,5439840.910526568,5427021.464585407,5756055.014901709
2608,4907652.350442005,5016095.425914889,5303754.850619594,4948163.881218455,5478531.817499209,5357056.724157586,5560852.071290134
2609,4990024.747769055,4843948.036207134,5278750.227139032,4878100.911393311,5322153.340550047,5353847.418342146,5635191.761554131
2610,4962670.995445709,5003045.565608839,5348513.664029315,4953292.350641171,5561591.171196843,5337201.707743847,5568159.551938925
2611,4950838.389298214,4866835.521953105,5203472.1571183875,4973877.036372939,5481813.385504606,5371367.772949598,5543794.993201587
2612,4877308.158319558,4901677.326595418,5237071.874350952,4943229.279343861,5418351.319935876,5407095.710858759,5614337.887937711
2613,4954919.396171681,5073211.269052756,5188983.641953462,4934162.352185061,5427330.161922144,5411294.2978186365,5609798.42957672
2614,4928370.475364931,4891590.620896962,5244292.858704439,4980895.668298663,5403450.66963573,5395257.7289032545,5653829.631008742
2615,4966248.179486748,4875036.964412031,5301158.96881156,4905083.953866991,5490538.564294567,5355613.096934885,5577986.984586309
2616,4796636.991553315,4958210.215097317,5319667.046496329,4988170.537059456,5479684.003037035,5312842.84655779,5566257.895972759
2617,4852020.511603362,4990044.935825319,5322430.622766543,4948658.66469456,5376132.274116767,5318921.437969895,5601269.494434626
2618,4913154.266141238,4890664.488361984,5197950.671551116,4994455.429297101,5425985.822147757,5421788.589540385,5583055.712902841
2619,5003752.508985395,4943404.937785096,5240404.904587207,4964509.072330372,5357010.893898038,5359899.974270162,5609066.137887858
2620,4868394.8204305805,4915298.561769583,5252611.669377134,5023881.845698396,5410398.870925115,5403905.7050509965,5625603.044290246
2621,4871372.864114384,4977195.141688663,5310920.331616373,4888817.073976196,5361449.732776746,5373741.462737336,5585027.019000115
2622,4960058.18521273,4933136.081812761,5277290.528064653,5005223.222104716,5439316.232600228,5418268.093516586,5589303.959214459
2623,4910995.4987458205,4947015.71576847,5277340.354037898,4921956.4392591715,5340352.251739261,5347720.490330002,5566065.653975679
2624,4970489.077566451,4971993.0478481725,5218835.825157864,4911716.55302049,5403304.574872512,5208437.668978465,5496242.706970378
2625,5058899.9715138115,4810743.627576289,5230163.710851888,5038539.936576491,5520845.2800594745,5386046.393107496,5523969.954953769
2626,4891031.952527692,5057897.939670941,5248803.242377507,4984527.984824834,5558365.992999491,5379967.42583124,5460177.616812265
2627,4860020.731269911,4949220.604027336,5100638.1492943615,4969588.010545529,5360911.615506626,5363202.490857811,5639913.522734236
2628,4853113.3361582775,4852281.632072184,5311179.941215532,4915474.648254705,5381949.562023124,5256132.210764884,5573788.052496472
2629,4907171.665105006,4938094.265664814,5222575.930875116,4920833.070490071,5428247.198866071,5324397.2235010825,5631002.231961556
2630,4878803.611676263,4933932.075825071,5240262.252970026,4870543.031258122,5464613.170579392,5433701.891294802,5642697.762293303
2631,4914292.686638355,4949624.962400101,5252208.622093033,4977767.846655588,5438018.411347972,5353151.399722758,5550164.3403638685
2632,4908354.381958488,4999814.565554587,5246577.583566585,4948270.254959825,5453078.121758692,5428357.345359905,5426481.346412508
2633,4932212.4066245,4873937.55956916,5245659.450383252,5053584.7827750975,5466445.329197958,5298053.8018074855,5592006.117775768
2634,4928627.850843011,4892215.2364822375,5176338.600819287,4932456.211006892,5366510.535647782,5433619.866143664,5530184.195791085
2635,4878833.887774071,4968315.227903669,5418283.700926155,5077729.981726253,5510890.363321677,5278514.796511165,5681983.89575658
2636,4842669.906580274,4880284.824781456,5237352.189820086,4910583.72856628,5494010.438361507,5345955.123911915,5522064.020969354
2637,4906197.156269372,4997346.097447698,5279967.230334329,5058644.287543175,5432315.248757148,5391517.984593983,5649098.208531167
2638,4862218.322955601,4877068.731480386,5260017.539201781,4976227.607804391,5401542.352440964,5346473.434176105,5345832.634385299
2639,4902626.012206161,4917863.104661364,5300643.828170174,5003830.088909585,5482106.944552874,5321094.89886026,5530790.078880258
2640,4888741.726903582,4956201.743359769,5285866.485476212,4906790.846270887,5472909.615865817,5317437.4210906625,5490196.703214148
2641,4860688.349191767,4922372.2420717,5336595.487841045,5015538.386937733,5442785.227396086,5342229.433329825,5575799.283528545
2642,5010318.8846742585,4916841.823849282,5301644.392110038,4990854.052622996,5441080.835343748,5206122.423112109,5517367.03697423
2643,4854427.922096889,4846847.259023722,5244165.37392006,4956197.256175115,5439274.424237425,5153426.533643483,5538474.540895613
2644,4831245.230646621,4937216.201765886,5348804.837554354,4954308.3983244905,5510970.576234096,5255228.634036673,5518268.344483194
2645,4939042.433619318,4840063.715546999,5232511.800917679,4997620.086370988,5460587.844545212,5403328.904976662,5583180.539734896
2646,4935415.79445404,4873332.0120810475,5168083.147005652,4860053.499160324,5467141.059459195,5290857.683635885,5582669.575045023
2647,4910084.453335362,5007064.018948474,5263728.071235606,4934723.986104885,5475261.909954771,5288207.608651392,5630321.4666431025
2648,4807474.16240683,5002340.039784873,5252457.722661862,4934384.890960892,5503526.760225248,5497086.440387683,5516435.478499612
2649,5012810.554205009,4966068.76316162,5305517.531041722,5042751.6754268,5474562.352698751,5406939.978595302,5500068.844417995
2650,5011986.317356379,4892451.605686579,5197563.7626131745,4935803.844220736,5377546.479259329,5306561.983737105,5480686.666295071
2651,4840982.571946251,4908156.8744245535,5261862.047091795,5053330.426651584,5421426.685584828,5268859.855695075,5498283.701347794
2652,4886183.542301202,4843116.00103138,5258061.856835959,4935572.816750807,5456503.142675294,5393891.15210386,5536637.013800933
2653,4964235.31854033,5044622.522724121,5354325.46529553,4973339.401108336,5521473.625414686,5230255.179828605,5679431.7311061155
2654,4952840.755654847,4970577.717695025,5218456.606204341,4978995.249913579,5393381.950415938,5338551.564718494,5583075.103859408
2655,4870583.575336306,4945547.714188476,5191427.897719293,4808203.436262484,5447853.251602574,5264135.450208107,5595116.875919657
2656,4972951.64249252,4819596.252907276,5356254.236650277,4851137.9180346355,5483572.292953079,5167192.794070566,5556046.328349153
2657,4874702.845387696,4907065.26640654,5259843.223510524,4861320.172825947,5406529.332007445,5272350.052190244,5555957.764641738
2658,4930966.116318019,4950913.983764088,5360657.952111616,4949316.625706326,5426947.444060077,5241601.752813589,5584784.1988035245
2659,4982097.104053248,4833198.217175702,5189966.133569256,4868095.298201179,5394338.774735556,5251774.226186258,5538122.647589118
2660,4879938.075554077,4877503.9445610205,5297277.19022047,4863136.615491362,5377233.662008911,5197906.645602423,5627738.501382038
2661,4969817.8921978455,4817853.929400929,5385047.551706768,4881109.85588846,5459936.437645888,5199051.914763012,5543024.284128823
2662,4799298.889684904,4940710.432965992,5252506.65518734,5118692.98080587,5512188.839948037,5293834.728524167,5587340.091583964
2663,4932212.2386426125,4975594.422999972,5197298.530950266,4927309.754353824,5396315.004195618,5231402.758166869,5494090.495454165
2664,4973449.690974215,4897315.543049551,5256258.412380688,5018658.244422792,5383995.575338164,5364471.045113593,5650814.039307613
2665,4856674.71105245,4904956.239016317,5383242.407569625,4940925.797855518,5392050.149523953,5360215.870410261,5416623.841325156
2666,4998321.152601872,4931719.756442403,5258305.348569103,4895261.782887233,5427883.411016061,5276976.084812665,5562319.970180405
2667,4991053.778249603,4985814.948410457,5365448.496695783,4877771.625743252,5576832.187303875,5397196.7052603755,5521071.188681175
2668,4924770.647742997,4910905.703405695,5105035.164383865,4982043.968087817,5435165.942396375,5328432.230480788,5468787.672837175
2669,4904795.039411434,4942852.848756174,5431801.271510486,4973301.275230878,5498430.0386766195,5483242.778436556,5509724.632069939
2670,4966054.88364205,4786632.588863394,5295727.241857307,4918575.74305944,5460910.887286266,5353599.310139758,5631359.524498976
2671,4970251.095565221,4915860.60415334,5209963.715671245,4939253.455617303,5381929.729341397,5313831.778611442,5569126.960975675
2672,5042322.480987667,4947004.29394424,5303113.51535141,5018243.007118057,5395118.568143522,5263299.217316086,5399390.953356291
2673,4912779.215049915,4895302.634449019,5289960.6398292305,5094161.116210583,5463801.62811522,5224567.355322022,5605903.179695876
2674,4972425.688807193,4894200.215728245,5262416.67957408,5040627.411288145,5402794.457105238,5285369.461541456,5635410.098669501
2675,4907673.450685014,4931202.016690834,5304049.691905184,4845530.445740871,5515136.789018981,5430837.323683884,5511137.167502512
2676,4926767.467729686,4940474.6015581805,5224723.894220706,4941199.3086176505,5401841.9260670105,5367772.889770908,5561457.204972846
2677,4977899.23633535,5010067.955644231,5326383.249310207,4923081.3719427455,5473626.864369482,5358256.762345251,5488608.547263803
2678,4950052.144020911,5006183.41491252,5222031.418521762,4993371.013628716,5469142.351240967,5457097.4459399935,5537974.192483331
2679,4976067.025190715,4996911.216237977,5336450.778741482,5027777.198171712,5432429.92734253,5345978.557602825,5540357.810077539
2680,4976200.39235703,4917528.849160145,5199688.825054753,5040550.782197951,5452401.453753652,5149880.666188355,5529664.3077088995
2681,4938936.854675958,4982319.137549,5219155.024042325,5019084.870722439,5500301.567660475,5255015.248216078,5548813.458745917
2682,4893862.82922954,4861450.260289606,5160823.778084425,4970780.330261998,5467982.076857099,5355473.963046553,5605342.983235433
2683,4909401.121616053,4917241.650403102,5348452.245923607,4974607.351666775,5443319.1424527615,5413662.701762004,5550020.409836347
2684,4960986.698976972,4915430.487574453,5274782.25870767,4973087.036583531,5363727.569112071,5227727.147926098,5618057.912018404
2685,4961237.861970943,4825259.7556550335,5259530.431773045,4919153.233395554,5356960.968452729,5275484.771442656,5534392.001694729
2686,5046838.408667948,4947384.086392487,5202901.756994784,4959830.580509428,5361731.38862392,5413990.244368101,5636592.604414806
2687,4935014.968671159,4903201.666002404,5226579.253244341,5031356.540862296,5479425.554185958,5307422.631029043,5595113.220152913
2688,4817098.276360122,5005503.436716537,5338588.9565549195,4929358.991877792,5371375.948836252,5273162.426562326,5611184.932875316
2689,4867368.836326975,4864798.360098644,5231402.156302844,4884473.084697537,5497261.817062676,5302305.375686508,5587518.871229898
2690,4926134.899755446,4873194.675822563,5311649.639306177,4957573.525099202,5471038.140247512,5376556.271003042,5518600.1251726635
2691,4900409.670881714,4817315.526268384,5257571.908475735,4929350.806609564,5362194.749176614,5395015.7167851105,5552456.852782071
2692,4920266.275113479,5018384.811728335,5332071.882118125,5011802.057285436,5444469.607873786,5233561.560313712,5488416.9112099325
2693,4957632.541511106,4924768.493076628,5225501.835380746,4899678.576327834,5454633.688553898,5424000.545872122,5560325.942036124
2694,4927467.823519558,4859762.1067012865,5259973.510450634,4993036.064409532,5443779.729714045,5275613.541894501,5491812.0696598785
2695,4960652.2754648365,4924173.748339439,5224117.116321327,4896447.936602523,5443708.60988241,5360147.210409852,5505640.30512575
2696,4939539.449745253,4943146.5035805935,5335548.118244939,5019011.436799559,5521962.99769425,5356700.380758962,5644102.939320732
2697,4919366.168387086,5017610.071643631,5343232.304272158,4933341.514298312,5509988.53658416,5286876.724948576,5655677.589511143
2698,4895518.816068732,4823150.873558092,5130279.834882647,4880827.652454143,5452054.77885294,5286685.594166175,5550191.916031864
2699,4936034.023923034,4915975.579306017,5379685.977990949,4857285.783205787,5394799.687498278,5351215.730498949,5605180.15583225
2700,4966896.23939906,4970006.7605791,5211226.178424802,4917412.684999518,5383183.001242725,5433060.901226519,5510721.332682027
2701,4917104.072200849,4992089.413873123,5249674.626522684,4942369.288342143,5415276.92809255,5229521.303780577,5592332.201853499
2702,5031488.233485461,4953168.565663321,5275864.110920663,4889753.859717509,5496178.061675607,5215837.362822189,5453369.546009829
2703,4895012.320931995,5017277.046246765,5261236.519682794,5034082.417289872,5537079.031899737,5169716.57295059,5525406.881783309
2704,4955150.678652846,5021221.2992987735,5295124.769775691,5008989.7228419455,5568705.597456573,5381263.258908747,5532743.304549522
2705,5048226.163766667,4830035.750546255,5329270.655605921,5079931.710074524,5353414.126351914,5328031.981705238,5562541.289610487
2706,4901294.504205501,4950479.741912755,5132705.861525163,5042583.619201537,5409856.292459322,5328783.862243796,5588367.236952175
2707,4884749.805601757,4824119.731521042,5239844.109336826,4919693.025529935,5365006.436249307,5307845.633388154,5596215.025228773
2708,4963252.950081768,4846255.9246918615,5280862.012812912,4857752.540248142,5428820.731033435,5271743.171784881,5478681.109804297
2709,4917952.139589717,5045635.082652768,5222040.55811307,4908774.341340557,5448055.439816482,5363731.4719583485,5481263.541498984
2710,4959448.164891559,4880750.016814395,5288249.411846677,4950651.123952719,5403143.63742416,5356547.4539458575,5414655.2364497315
2711,4864967.595083537,5010594.631015437,5309789.117988771,4988049.599494615,5452832.056820344,5238838.877381231,5605842.315438166
2712,4956995.208444302,4899858.26890392,5351933.273896037,4949920.901240732,5459991.2096971935,5279966.310489703,5485335.974439219
2713,4912815.577181525,4855796.176967339,5205236.674999943,4954539.526482273,5424820.295411483,5279425.260375907,5400923.604482553
2714,4853539.224010262,4936814.451359456,5318331.020423839,4946423.271695133,5339299.091090072,5339241.010083641,5586531.267406717
2715,5011919.77316326,4921501.276431695,5368443.569830785,5000633.588191099,5467014.645270897,5239495.29376852,5451679.591668909
2716,4896469.134498931,4927504.277853704,5264127.117022722,4951501.9590173755,5329973.943352275,5416968.302621343,5479745.605546967
2717,4939608.002605608,4885718.8730884055,5328061.116921952,4991977.761043081,5364837.283326564,5175643.02569696,5709686.275759338
2718,4954983.119432987,4933984.612700949,5287810.074026349,4895803.990616449,5331430.022174386,5413760.951716842,5510079.53919802
2719,4893205.428103004,4944967.3135895245,5295806.65216324,4886434.477801987,5367711.282172836,5307373.697908691,5504374.976129565
2720,4946670.764421945,4911462.9095271155,5311071.968466509,4833785.638361682,5442319.996996388,5241545.551645951,5487018.976074201
2721,4939768.076781539,4817237.262100361,5244529.438154162,4967609.487141195,5316235.88817014,5151629.782295732,5639908.592717678
2722,4894008.223585827,4964849.80386192,5286661.471388446,4932467.445836937,5422994.502264811,5341029.173935552,5536214.488297349
2723,4965254.0045727305,4856091.534197759,5168928.690022001,4961931.774894173,5435924.791800261,5431719.746050114,5599152.954954537
2724,5013551.294657499,4852462.917883042,5236422.576047588,4903567.674309493,5579314.624089548,5321520.444757495,5511266.646384106
2725,4836807.720235251,4852668.771872059,5274255.8342051925,4938222.8251569765,5452782.251641602,5333573.5041801,5611696.279828857
2726,4983032.503445198,4862043.469459122,5285624.041141473,4912690.072900935,5420268.015714472,5482884.286679287,5575305.922357339
2727,4802186.75237912,4912421.0804189285,5223920.455572069,4967714.577386263,5523185.014856087,5327731.783488938,5700078.501283141
2728,4847517.698648935,4945659.141340812,5236698.646591138,4996346.96859996,5372677.39330757,5390676.08846171,5585735.020683916
2729,5006816.164702934,4863407.621757864,5235812.713032957,4972405.954185681,5417902.271310136,5263196.669827372,5584507.355370631
2730,4948419.915479168,5056005.288367204,5247453.126965963,4888568.122829726,5393157.94953875,5333316.059254623,5580868.559426722
2731,4853079.800059273,4844697.825928799,5112297.853503547,4909555.866139914,5442264.141845094,5383160.405156319,5444540.485823979
2732,4986319.495561657,5001658.718880728,5269276.219642281,4918081.327117906,5493056.134334418,5416364.79205988,5489491.598549222
2733,4941466.913101679,4907672.2286539255,5178718.970228001,4879138.413998298,5457332.101640845,5278573.053558986,5494867.056048365
2734,4853789.984739083,4991690.176607434,5242586.792991857,4912070.159886778,5338676.091224759,5339797.178075251,5456648.780020035
2735,4986220.996369817,4905635.564226864,5202334.363107407,5002228.492127779,5463663.386323396,5417604.487032242,5601113.972345388
2736,4939505.947104637,4916495.696900426,5295402.554317893,4919543.985121325,5401474.080607873,5247814.323281558,5590750.258655033
2737,4862889.376185423,4856937.482774649,5370877.266377169,5006751.128632994,5486449.681818666,5204933.043983456,5566766.481271038
2738,4972326.8892584825,4831123.546662395,5366806.267710822,5002468.827402029,5419189.78136904,5386457.012812252,5537533.695913625
2739,4842040.82918588,4896987.396830162,5261057.414583258,5019826.211675452,5419887.9918304905,5342660.346529512,5524908.081064666
2740,4905353.100059939,4936921.642983005,5157339.84457331,4866325.616603389,5330128.468827555,5276369.926699915,5469841.06427081
2741,4912234.765676317,4909194.405271144,5343663.665561372,5043181.108140502,5494330.52250325,5274958.981158761,5556570.934809425
2742,4968796.067892401,4987760.155818026,5216355.806951936,4918698.023387112,5337595.143986225,5333324.01921187,5463960.271941522
2743,4985054.625978925,4810134.022562448,5281374.572301878,4938505.513265101,5504040.60506117,5360959.796982388,5552593.655167701
2744,5051265.298843153,4864125.469490485,5154803.432270839,4958746.909733992,5545945.819398466,5446409.214182097,5580043.901681847
2745,4802357.536954483,5030650.10633809,5240924.727733552,4930815.184963478,5429015.530839521,5210459.525890979,5508411.994462404
2746,4936748.337662313,4918862.161878981,5256327.003325256,4884257.762913811,5393552.568066792,5293896.2778958725,5572640.250014892
2747,4944753.399579239,4934558.171801309,5333286.410251207,4970738.489682277,5503639.388224406,5215830.724672369,5683408.905857738
2748,4950836.2374127945,4952879.874870005,5334668.231051004,4957554.601043666,5449635.060148747,5477066.448324972,5589647.544189627
2749,4814951.98033947,4957864.564890824,5281309.346074997,4873458.622034687,5380697.937253847,5376473.56792712,5642157.714705762
2750,4899407.1650674725,4935881.598034829,5296062.968306852,4987296.681714666,5421232.629129214,5491817.543993247,5501577.751749823
2751,4893651.268748979,4831548.1832342865,5358158.195149038,4853692.783953559,5524721.056658432,5383405.60922131,5566205.993208766
2752,4874624.635546066,4971796.469691166,5266650.824544074,5005183.680082901,5380763.441549019,5410336.072902753,5582487.885460097
2753,4925820.6606011875,4968726.27776704,5183860.537035117,5114352.210638439,5456147.6846098285,5453678.484629138,5644272.02957624
2754,4999441.633456086,5052034.966830295,5216904.068760695,4826913.45854111,5432176.151888737,5541507.140030153,5605513.009652903
2755,4852308.755240428,4985285.86969092,5193446.608732511,4957308.895623762,5415252.412938706,5409120.845066234,5606900.620362337
2756,5015485.226337459,4905379.55464147,5299911.279882405,4852304.361368956,5544016.734413852,5266277.84938751,5657102.197213584
2757,4938035.165213424,4902595.784174229,5206970.050206918,4893516.786507765,5557000.970397145,5388374.114690442,5584838.078312632
2758,4927053.837812461,4894622.661607889,5234331.455270093,4951598.64874583,5407602.345809125,5282809.108498901,5367648.404777395
2759,4871407.641349017,4826214.2510046875,5281466.253135801,4928563.728147985,5451879.655834478,5332347.899745428,5534470.144759104
2760,4883844.127712113,5024580.687778579,5303310.538856802,4972224.021112549,5515363.756947161,5359231.897482962,5732841.772675745
2761,4900944.0703052,4893418.22415649,5332065.683015881,5014990.968192328,5425378.0773998005,5468609.418160129,5608303.468275645
2762,4887611.969018153,4990621.737313891,5165170.082091785,4981607.19644322,5386502.088911532,5290192.131098557,5473071.896662846
2763,4868395.294939479,4891156.5282724295,5296766.27994528,4961525.118844321,5516216.284915073,5369985.8869535625,5674643.607400555
2764,4921324.281786651,5014920.7951795105,5263467.8352501765,4912229.442177765,5526284.465644878,5510393.016196455,5496113.859273871
2765,4942105.545869044,4960131.059158878,5233273.902656226,4932032.821148566,5449802.782719187,5288756.810390621,5595177.993562344
2766,4811793.35051534,4946752.457127661,5192017.444367925,4941016.908970215,5353053.33546128,5329429.523899168,5610153.3010596605
2767,4973750.676059735,4931654.149226753,5243499.987009104,4985681.997784672,5510852.522108506,5380580.464758393,5567299.231572035
2768,4979816.783196408,4956172.8294572905,5260784.438083643,4882396.7961861715,5420054.559577169,5285592.880080364,5623303.67755788
2769,4903025.305459311,4975894.529882996,5322629.293899196,4904115.308041416,5468378.171268936,5335020.777988577,5611300.688850592
2770,4975481.454094876,4995094.920017518,5186325.367785072,4964154.277661142,5441192.626758669,5355074.284356303,5574358.490843955
2771,4977195.899639383,4818896.323532459,5266648.340152695,4810512.437851999,5501612.848912635,5446719.241203726,5469866.5155209415
2772,4830971.6146214325,4840674.226745064,5205064.521381238,4972580.089028976,5358879.86891634,5291024.760384183,5552087.875062564
2773,4802367.254607364,4980138.4380388055,5301211.657511866,4974561.0420226455,5354551.6448107,5294097.724698184,5578847.965361138
2774,4881719.461870294,4946470.049127532,5216362.241003645,4892723.2092672475,5407348.315529343,5399980.028998351,5541779.237016502
2775,4838435.320721196,4996839.594391026,5283529.606823797,4998910.493173677,5496795.311246322,5393534.608093205,5489454.498805607
2776,4820813.58716329,4900289.303342303,5269370.221933773,4890184.0806477275,5454617.910827097,5362443.400752845,5477825.722785804
2777,4924631.926316366,4939028.9393732175,5229912.644556168,4921187.196169093,5445047.159092693,5402192.669235485,5534812.819494577
2778,4942772.397281013,4940585.024750939,5258684.651716007,4920840.942820327,5434405.627832179,5281225.768951474,5513355.327297574
