测试情景编号,七年累计利润/元,七年销售收入/元,七年种植成本/元,七年总产量/斤,七年正常销量/斤,七年滞销率
2867,36495580.47699226,44072789.05680772,7577208.57981546,11049424.12009932,8064439.185129276,0.2701484622660328
2868,36734062.8418213,44272519.56034696,7538456.718525664,11026838.164634923,8025638.986328235,0.2721722340980826
2869,36513636.25560615,44041763.047454886,7528126.791848736,11079560.387676168,8063063.377843667,0.2722578247046481
2870,36563092.38280988,44110489.843911864,7547397.461101983,11031261.95151174,8039629.178963488,0.27119587819581015
2871,36301429.22247268,43820543.621556565,7519114.399083883,11032684.758790473,8028337.791791185,0.27231331563294464
2872,36514502.96029339,44117852.879036695,7603349.918743306,11180850.542498954,8047200.103801354,0.28026941481656004
2873,36546754.27207068,44083119.53931027,7536365.267239592,11114436.953469539,8048807.020060156,0.2758241327242763
2874,36533216.07078321,44110159.75704804,7576943.68626483,10955735.21874414,7976205.138337554,0.27196076036128686
2875,36063066.76033984,43652534.38706143,7589467.626721599,11046955.188185824,7986255.5828616,0.2770627338651189
2876,35959480.3949225,43505957.823548205,7546477.428625707,11031200.10629957,7945447.327088559,0.27972956246608516
2877,36440139.085114025,44011459.038072266,7571319.952958237,11150426.907243174,8026224.890971631,0.28018676255723457
2878,36125736.8997771,43683799.08101112,7558062.181234015,11066678.507388214,7984645.604469167,0.27849665108292915
2879,36626543.86541206,44162563.38718988,7536019.521777821,11091427.356737057,8021127.942641155,0.2768173396754898
2880,36475553.33304019,43996315.55111213,7520762.218071938,11002323.838890795,7998385.762862818,0.27302760035200163
2881,36347758.5198448,43906584.19074456,7558825.670899758,10937355.416454058,7972930.639226089,0.27103670534179725
2882,36109861.25366995,43663989.14276452,7554127.889094575,10906626.026855554,7902770.991484482,0.27541560772090595
2883,36222400.122994974,43801651.69687783,7579251.573882859,11011654.715611275,7999878.033554891,0.2735080930013701
2884,36411827.337527096,43994480.40957118,7582653.072044081,10933635.130360428,7969180.39736709,0.27113166825566226
2885,36158324.47561567,43726625.47983739,7568301.0042217225,11100883.713151895,7975972.187906242,0.28150114945744176
2886,36030227.78916608,43566104.78830266,7535876.999136595,11002235.862425348,7924616.142725097,0.27972675356023646
2887,36653421.18711735,44199571.54126582,7546150.354148474,10993876.726295982,8045823.732993648,0.26815408856194994
2888,36302976.21841028,43891240.29692112,7588264.078510842,11141976.709986206,8039359.91140262,0.27846197127685673
2889,36394781.81354807,43937233.42091017,7542451.607362101,11018283.574794075,7990890.632962759,0.27476084830099284
2890,36544451.396607265,44090966.08669098,7546514.690083716,11047198.383090714,8021691.119161378,0.2738709995975359
2891,36322518.19562106,43886880.50521009,7564362.3095890265,11074880.721666202,7997005.8701583,0.27791494363334684
2892,35963139.428164385,43521801.448057294,7558662.019892917,11001688.462818284,7899246.1340201795,0.2819969261339506
2893,36383230.09790539,43951904.87675913,7568674.778853739,11107150.355710559,8001370.663176755,0.2796198478520656
2894,36290263.39536984,43839610.478438474,7549347.0830686195,11009087.322168233,7984943.2837381065,0.2746952540144375
2895,36591286.44512558,44138175.95277053,7546889.507644942,11066105.518573143,8026225.85503434,0.2747018504781764
2896,36066175.57160377,43644817.943354435,7578642.371750665,10993975.098624201,7972916.032719833,0.2747922420055715
2897,36298331.30413154,43844140.741461605,7545809.43733007,10925161.757435938,7958018.015689824,0.2715880833276086
2898,36071231.258298405,43612543.00074181,7541311.742443403,10957838.804018881,7964383.995524593,0.27317930679874697
2899,36420733.19872421,43945075.25832979,7524342.05960558,11046691.356564622,8070219.281633797,0.26944466708233167
2900,36342005.79684939,43875250.5541442,7533244.75729482,11005051.86567941,7998060.40602782,0.2732373728314046
2901,36226482.22928897,43767333.79579102,7540851.566502038,11129625.314012816,7985327.973835775,0.2825160103294939
2902,36539045.746148415,44095030.781487666,7555985.035339249,11051594.99710783,8003990.672514763,0.2757614919285964
2903,36678929.67445151,44246533.16710048,7567603.492648981,11106630.468578951,8089414.505741583,0.27165898526769017
2904,36248253.79586555,43779851.030837305,7531597.234971749,10940647.817264736,7984542.74583573,0.27019470152070574
2905,36346454.03425878,43950117.16978946,7603663.135530684,11133232.595922869,8024889.591395803,0.279195011668523
2906,36406150.00309236,43989064.02477808,7582914.021685723,11008089.77330386,8034405.732670583,0.27013624542242315
2907,36265507.60202985,43776000.010027274,7510492.407997427,10933133.99594644,7972984.716862386,0.27075029723239075
2908,36301417.5016425,43864760.31495823,7563342.813315734,11040448.994392011,8018251.487563329,0.2737386412784304
2909,36412139.3153504,43920193.82971599,7508054.514365588,11101353.073238133,8039322.159966215,0.27582501818210886
2910,36696581.15359086,44243094.310278095,7546513.156687239,11154834.868504975,8096692.55992139,0.2741539740062016
2911,36088437.471643694,43616704.985391766,7528267.513748076,11034769.032462226,7985776.817903939,0.2763077510357238
2912,36612566.6666846,44105926.087308876,7493359.420624285,11062140.324416416,8036192.628044341,0.2735408888000803
2913,36600326.99621762,44162090.70575921,7561763.709541587,11063345.093957856,8054480.255444352,0.27196700572567045
2914,36078658.11238185,43681973.548864365,7603315.436482512,11055411.937086713,7957073.203066636,0.2802553854756263
2915,36329147.3275915,43887113.52729835,7557966.199706857,11020350.149174672,8003185.430884399,0.2737812027248727
2916,36628502.05572803,44151669.17455065,7523167.118822617,11083971.105325405,8051124.072388398,0.27362458852674604
2917,36431326.638929956,43964373.24228357,7533046.60335361,11082336.700604651,8008654.119079275,0.2773496839667104
2918,36245389.889770076,43765747.48948152,7520357.599711443,11043976.374516714,7995269.733354169,0.2760515359483424
2919,36305720.7749732,43833055.79292619,7527335.017952998,11045499.710392129,7985895.966050565,0.2770000293841793
2920,36526986.65822367,44029926.91383153,7502940.255607852,11111663.113991937,8008138.919336041,0.279303301658588
2921,36302652.38689415,43838712.149392635,7536059.762498484,11069523.83137517,8008705.239222455,0.27650860495708146
2922,36481074.515376,44062031.228180625,7580956.712804622,10972102.404942168,8020740.689702787,0.26898780254821514
2923,36565833.57371781,44124735.17043703,7558901.5967192175,11011049.16134064,8029955.975930646,0.27073652489687317
2924,36727591.07195124,44275856.09212262,7548265.020171377,11119343.357503284,8075846.039042255,0.27371196487131505
2925,36098820.916328035,43667728.464990914,7568907.548662885,11077762.860762833,7992385.058550259,0.2785199359286618
2926,36217340.92142634,43780028.30746213,7562687.386035794,11005807.801706044,7991450.270854373,0.27388789493347376
2927,36164643.07851407,43700670.12772576,7536027.049211689,10991481.174152575,7963345.210761325,0.2754984442417256
2928,36329491.393526636,43831969.12467471,7502477.731148072,11046336.107576424,8042384.036632438,0.27194103471862
2929,36066956.31445536,43626184.231473766,7559227.917018406,10922523.042290092,7929590.314690851,0.2740147780884628
2930,36196702.58415305,43754387.87949505,7557685.295341995,10985577.737013228,7972075.368553724,0.27431441846760973
2931,36177371.340988256,43712697.15677882,7535325.815790562,10875925.596655758,7937732.746951427,0.27015565926708773
2932,36333219.808283925,43808039.88285297,7474820.074569052,11057849.843107967,7982992.370493673,0.2780701055124892
2933,36333192.756672606,43851304.24316354,7518111.486490944,11023928.060295485,8020624.283525081,0.27243499416394984
2934,36322433.20491004,43881853.173268326,7559419.968358276,11169530.433801796,8051717.826124308,0.2791355130061875
2935,36404279.45870679,43965645.97217285,7561366.513466059,11065440.582287515,7978391.572948907,0.27898112021676363
2936,36160712.69050303,43704771.0224751,7544058.331972073,11003388.069701571,7914238.557356875,0.280745302517398
2937,36930605.09920426,44464039.88262339,7533434.78341914,11165592.410565745,8092730.908969121,0.2752081025892406
2938,36363325.64313699,43929153.16196849,7565827.518831497,11040280.904654747,8022241.868288094,0.27336614552028315
2939,36521753.17273925,44040067.77835538,7518314.605616134,11061773.141717855,8047428.134154839,0.2725010691274128
2940,36564901.79602841,44101589.68014559,7536687.884117173,11142596.914880978,8044050.717909841,0.27808115295214686
2941,36398321.783438504,43932647.17346716,7534325.390028653,11064598.069482815,8045969.493944503,0.27281863801848966
2942,36602295.64986538,44159565.119950645,7557269.470085269,11125043.861114852,8072890.8654145,0.27434974943051527
2943,36450263.078569606,43960685.8009846,7510422.72241499,11038905.041903637,8056459.691791367,0.2701758316418993
2944,36451540.85113057,43999226.92359764,7547686.072467081,11092725.918750104,8011743.103858721,0.277748033933082
2945,36188337.53678845,43750490.40026312,7562152.8634746615,11106460.73306484,8008588.610308371,0.2789252307473479
2946,36712435.06372483,44222013.244379885,7509578.180655051,11146763.440496514,8074646.169064108,0.2756062141115613
2947,36295575.41763344,43821619.34761614,7526043.929982709,11007676.74852418,8007623.762794553,0.27254188638232396
2948,36469301.136183135,43969556.924577914,7500255.788394785,10998517.068480983,8028654.678146536,0.27002389247959024
2949,36444836.036856085,44003122.8808982,7558286.844042118,10911962.640714029,8011283.733958876,0.26582558997520045
2950,36440623.77990237,43966118.92443228,7525495.144529907,11068543.225851074,8025390.990263822,0.2749370150608289
2951,36488451.79243364,44027846.23802548,7539394.445591841,11031582.194741081,8017016.841480128,0.2732668170389957
2952,36507776.45412336,44039404.81877153,7531628.36464818,11103758.102995679,8023663.93832575,0.2773920447563561
2953,36559663.33863392,44118478.54307138,7558815.204437458,11154121.46989811,8005898.980377733,0.28224746323738353
2954,36539891.05281344,44099916.834276386,7560025.7814629525,10931439.873976778,8027220.021774797,0.2656758748786355
2955,36562734.833021864,44106849.91037776,7544115.077355894,11153532.125556238,8075541.887095166,0.27596551512219447
2956,36481525.28322722,44017916.723043956,7536391.4398167385,11085103.253979642,8030424.917334013,0.27556606976565373
2957,36517361.52318527,44101022.4020696,7583660.8788843285,10986287.90294919,8030769.635449801,0.26901882543110867
2958,36276844.18159961,43833250.051502876,7556405.869903267,11040287.128445286,7990575.409877883,0.2762348191751123
2959,36275486.690418676,43792287.20915151,7516800.51873283,11044442.869135698,7989243.585020016,0.27662774123750544
2960,36105768.35168873,43632071.989584915,7526303.637896189,11048842.312249405,7999712.2239499055,0.27596828718598443
2961,36569992.99568993,44123921.7905941,7553928.794904173,11013037.469533445,8021723.716409583,0.2716156883511072
2962,36597742.434571035,44133910.3180728,7536167.883501764,11038185.182805546,8053078.860405277,0.27043452097997434
2963,36410541.60537109,43973032.45066232,7562490.845291231,11108212.146082534,8027009.699744773,0.277380590667274
2964,36432012.90559222,43975109.095056884,7543096.1894646585,11066083.42621166,8048088.909177598,0.2727247211859523
2965,36340690.40311411,43898195.70669058,7557505.3035764685,11016779.976627057,7967392.52508911,0.2767948037455097
2966,36857377.82935515,44406225.69473213,7548847.865376979,11184236.191724852,8052825.7888653865,0.2799842876330148
2967,35923524.29020436,43480964.05261848,7557439.762414127,11043085.552947331,7940917.410358236,0.2809149786728896
2968,36489278.009899564,44032562.57674395,7543284.566844387,11080081.42588421,8042971.898870372,0.2741053436591934
2969,36326448.7402743,43860167.60850823,7533718.8682339275,10977936.343896443,8018916.197076278,0.2695424763020541
2970,36373216.352169104,43948801.56134038,7575585.209171275,11145561.173570689,8074775.799670526,0.27551644336956965
2971,36469047.74082195,44015951.42746782,7546903.686645872,10946750.623659048,8058944.99722003,0.2638048244378242
2972,36365222.042355604,43914214.71709168,7548992.674736077,11113005.781920508,8036825.017666181,0.27680906719754383
2973,36693934.4751294,44217450.010634296,7523515.535504896,11205049.494116828,8093096.940755109,0.27772769366129424
2974,36443636.60765669,43983245.01414636,7539608.406489669,11096825.486344106,8026171.850967339,0.2767146008699112
2975,36119306.81542323,43685097.8423578,7565791.026934575,11093228.911869647,7971829.433247393,0.281378803540454
2976,36744647.86061453,44271877.73658322,7527229.875968687,11115278.267658595,8075595.887897527,0.2734688513022148
2977,36184374.14962115,43728912.49195799,7544538.342336836,10963678.550855394,7988779.552371545,0.2713413189455236
2978,36339845.29129339,43895835.72986948,7555990.4385760855,11046178.300102912,7987348.394529134,0.27691295780960556
2979,36540375.20986381,44127471.26785668,7587096.057992869,11101354.885785213,8059155.8350783875,0.2740385369178878
2980,36665522.074451886,44236452.632401586,7570930.557949697,11094681.93706486,8020851.305320917,0.27705441662775027
2981,36290531.23714768,43841097.60204197,7550566.3648942895,11082811.926835991,8025964.814805953,0.2758187301390696
2982,36303769.71035973,43896662.7938052,7592893.0834454745,10982565.905863129,8036779.114669857,0.2682239120113671
2983,36380574.79041071,43928567.50391252,7547992.7135018185,10923616.992471823,8021446.950924224,0.26567848758773527
2984,36580444.4373683,44132067.60196759,7551623.164599284,11105924.59415651,8060242.692316096,0.27423938241422313
2985,36417876.880479865,43962143.81263204,7544266.93215218,11029439.418326903,7952848.827216554,0.27894351420963226
2986,36272941.98379566,43797722.01835102,7524780.03455536,11140171.555132909,8052983.411538129,0.2771221366130881
2987,36101556.780530535,43648086.79770855,7546530.01717801,11115746.759266902,7982653.691303524,0.2818607814496495
2988,36541016.02579319,44071909.134319045,7530893.108525861,11095031.65434411,8066919.276143796,0.2729250778671458
2989,36409458.98300845,43967605.92943259,7558146.946424142,11015048.579363985,8028399.233922441,0.2711426394466247
2990,36372908.58248947,43873197.24521218,7500288.662722712,10943239.453473156,7991083.9302078225,0.26976980041576093
2991,36454519.74351708,43983636.31162233,7529116.568105253,11032547.265601136,8025554.340753836,0.2725565413368258
2992,36337655.9988667,43910582.032685116,7572926.033818418,11050140.52661504,8008622.747891823,0.27524697730291375
2993,36636374.939431734,44171876.45848504,7535501.519053305,11058070.423198545,8058956.627592292,0.27121492998583746
2994,36597081.04404905,44197712.259325236,7600631.215276184,11074913.50850681,8026815.0897753015,0.2752254829250105
2995,36941700.123993024,44513848.725683466,7572148.601690446,11104088.187544849,8096817.712511603,0.2708255215773969
2996,36396178.187323175,43922671.632348396,7526493.445025218,11079192.804163102,8048948.027613947,0.2735077211952223
2997,36418990.58281231,44007818.31681118,7588827.733998885,11117030.18743364,8019800.826742173,0.2786022263565032
2998,36154137.17656418,43700551.10946485,7546413.932900668,10984008.546007164,7930584.579553813,0.2779881273456685
2999,36501517.96051161,44092647.13463312,7591129.174121511,11026784.60452314,8048148.794202387,0.2701273233449149
3000,36235674.80423667,43781302.05690505,7545627.252668384,11023416.31893668,7955264.797386384,0.27833036808014255
3001,36467153.40019415,43968051.914114326,7500898.51392018,11059187.054251386,8031327.770258803,0.27378678641922505
3002,36641948.14561069,44138705.71496319,7496757.569352498,11048037.881739123,8032539.227346753,0.2729442717947747
3003,36302207.64268092,43858990.09225325,7556782.449572332,11148098.41541072,8027260.241135628,0.2799435435518725
3004,36388457.73895845,43946420.67281223,7557962.933853788,11178647.763151472,8042787.949296004,0.2805222850112785
3005,36492082.86479936,43958795.09351703,7466712.228717668,11110076.211452562,8049342.231961969,0.2754917177197675
3006,36339574.060305454,43877888.15407456,7538314.093769109,11085735.490644166,7963563.182302404,0.2816387158954611
3007,36402019.7007151,43955988.23192011,7553968.531205006,11038844.47547885,7996995.128529339,0.27555867407195805
3008,36276874.69004957,43799756.961032346,7522882.270982779,11091171.718508225,7996677.316921159,0.2790051835932876
3009,36252689.15489119,43787051.03886356,7534361.883972377,10950738.507039502,7927958.0260878755,0.27603439521530737
3010,36316307.28627708,43880119.602391005,7563812.316113913,11004962.051985094,8004479.49260873,0.2726481513705113
3011,36427127.39847406,43949724.43831148,7522597.039837431,11040991.036437403,8020967.318623817,0.27352831895677887
3012,36477182.5312639,43999819.55225285,7522637.020988955,10875009.38294727,7982229.971290591,0.2660024750132857
3013,36210188.47291791,43775820.20121946,7565631.728301549,11010673.386540314,8019011.26794561,0.2717056453833039
3014,36563893.939705215,44117332.845651664,7553438.905946453,11104877.54446431,8055710.755578826,0.2745790556155632
3015,36660135.788029455,44226241.04051736,7566105.252487906,11110396.249013241,8059680.260713704,0.2745821048975174
3016,36389245.01359916,43968544.318066426,7579299.304467275,11108001.940883983,8017470.175841992,0.2782257134532013
3017,36479734.28171259,44011140.855418704,7531406.573706122,10980702.68468106,8014258.640874236,0.2701506569288362
3018,36377697.35350235,43892250.243523695,7514552.890021338,11031700.96825058,8001380.064790411,0.2746920816818262
3019,36403684.16404899,43987317.47517602,7583633.311127026,11118558.066902349,7988712.440821122,0.2814974394384943
3020,36223508.33907794,43787461.91854916,7563953.579471214,11074451.592661347,8006768.973948563,0.27700537521385077
3021,36746096.99946891,44291187.03482646,7545090.035357544,11119257.354775397,8044726.491676366,0.2765050546994139
3022,36181239.9503823,43721964.1087459,7540724.158363603,10987337.651353924,7951782.759790936,0.2762775649466756
3023,36069061.28743694,43603179.21567288,7534117.928235939,11103221.575992418,8006184.745699505,0.2789313722234798
3024,36423685.50093756,43952753.88261144,7529068.381673882,11052252.155127972,8009143.269535935,0.275338351213794
3025,36061051.3562177,43615314.11051282,7554262.754295134,10947253.357978292,7924017.027097674,0.2761639136338524
3026,36478180.21620774,43990632.909568004,7512452.693360264,11069103.723844554,8013938.840968907,0.27600833446834105
3027,36137140.28504082,43663314.679611176,7526174.3945703665,10998126.227016965,7966214.6994034145,0.27567528004594466
3028,36752383.80017879,44264137.51632879,7511753.716149997,11087153.530683171,8037960.474686887,0.2750203690746941
3029,36632210.50605376,44206496.67908083,7574286.173027065,11096946.23382792,8081227.283428374,0.27176115724580446
3030,36440724.13638796,43959705.986525424,7518981.850137462,10986689.41230076,8040749.391846426,0.2681371894572757
3031,36558948.745564535,44077582.970529854,7518634.224965325,11113151.225255404,8012935.520293949,0.2789681920206395
3032,36534603.64244976,44072681.67065716,7538078.028207403,11142973.229772143,8044594.518387547,0.27805673113404344
3033,36426220.889660984,43977105.703701004,7550884.814040018,11145553.799830856,8015244.043269917,0.2808572649488663
3034,36238017.8875149,43773811.68632696,7535793.798812057,11059749.93378732,7996337.472152684,0.27698749790679905
3035,36442758.942430645,43986733.44449105,7543974.502060415,11036571.0784003,8027561.8927934775,0.27263985926713796
3036,36297135.12755224,43819674.67617136,7522539.548619131,10991298.895380054,8008480.400627407,0.2713799818514996
3037,36339838.44527231,43897825.928630635,7557987.483358325,11073776.79561453,8011299.711632534,0.27655217731991916
3038,36388314.788016714,43968430.97779474,7580116.189778029,10991978.662920518,7992849.496742472,0.27284706949942267
3039,36654313.83850342,44201221.79871697,7546907.960213555,11148640.949475082,8078747.760163127,0.275360306536421
3040,36400671.448415056,43962817.823143065,7562146.374728013,11078049.280027427,8013288.670899451,0.27665164973163836
3041,36325761.000608765,43861505.00175659,7535744.001147833,10968755.020529758,7975172.401347497,0.27291908822644856
3042,36393146.2290203,43928542.509076245,7535396.280055948,11033256.50431544,8032825.754100726,0.27194425771223163
3043,36536103.28137176,44078959.1296428,7542855.84827105,11089692.565654691,8041440.580153641,0.2748725419982906
3044,36224216.82683353,43767296.46859748,7543079.641763949,11061190.689512106,8022688.483964579,0.2746993782892238
3045,36145900.77081686,43668896.507925816,7522995.737108955,11036727.10696686,7939116.6644338025,0.2806638609898864
3046,36289363.92378289,43863538.49940131,7574174.5756184105,11009733.496761179,7994896.721410587,0.2738337650259645
3047,36233833.47927709,43778823.32651158,7544989.847234489,11046318.71918253,8010497.958001924,0.2748264682883665
3048,36118322.24551275,43685651.42923258,7567329.183719834,11054920.529785842,7997364.252053486,0.2765787659435655
3049,36372396.91262153,43912361.03587708,7539964.123255555,11030896.091035528,7991549.2685919795,0.27553036465582637
3050,36862424.13157038,44411540.942134745,7549116.810564368,11103696.658724548,8046206.170340887,0.2753578904716645
3051,36424659.41094278,43966716.95821025,7542057.547267478,11080379.501016725,8051154.150621148,0.27338642598997787
3052,36286832.0424312,43842364.913888045,7555532.8714568475,10997840.386696704,7916793.061310925,0.28015021286476394
3053,36359324.65329635,43900462.84294224,7541138.189645885,11028790.863565655,7993132.204319777,0.27524854689867945
3054,36592519.109299496,44147168.0471632,7554648.937863704,11094056.12689763,8053297.489403751,0.2740889898800435
3055,35900622.86076928,43472336.05670547,7571713.195936184,10970014.18355186,7941453.518360168,0.2760762761576583
3056,36738297.85019484,44271588.286868215,7533290.436673379,11132462.402369821,8046381.8950416865,0.2772145456939685
3057,36716176.55826224,44251288.831137314,7535112.272875069,11192988.629025435,8045361.746410229,0.2812141588755699
3058,36234290.008734316,43781715.79450707,7547425.7857727595,11018629.412976233,7987288.726865312,0.2751105035387635
3059,36505560.695928335,44031931.07756359,7526370.3816352505,11110957.003315935,8023829.46492806,0.2778453320867463
3060,36341058.6617548,43896153.45418104,7555094.79242624,10982145.677217843,7968331.514406351,0.2744285362252629
3061,36451747.01906441,44041735.88223168,7589988.863167271,11067253.118846977,7999694.957511753,0.27717430227662604
3062,36424121.18925769,44003202.946957566,7579081.757699877,11034049.544258377,8026274.727084814,0.27259029471538615
3063,36721764.556765355,44250922.432413824,7529157.87564847,11080184.257998899,8019428.452325573,0.2762369049471117
3064,36240966.11396578,43799728.82108767,7558762.707121899,10990262.148714926,7980548.966037242,0.27385271997625693
3065,36400126.89066833,43955429.14633599,7555302.25566765,10874754.527863707,8007188.466521049,0.26369018758035156
3066,36091418.03880064,43628044.97908476,7536626.940284118,10936727.908539446,7979721.6358464565,0.27037394524409314
3067,36573071.91144596,44112545.08769555,7539473.176249583,10993077.895342622,8022742.850273944,0.2702004910132678
3068,36450200.359200716,43957401.70968198,7507201.350481265,11053641.663700912,8056647.3910857625,0.27113184629975734
3069,36362622.5350807,43919142.25679822,7556519.721717525,11072062.498921866,7993425.991837351,0.2780544733543814
3070,36406999.705674544,43957828.09605642,7550828.390381871,10990107.831140356,7964969.268071396,0.2752601348002484
3071,36138542.446397096,43724648.66596664,7586106.21956954,11132613.01695309,8018261.797503818,0.2797502450419
3072,35974603.48057314,43529398.84592364,7554795.365350507,10996691.116356177,7985822.4993704455,0.27379768924376247
3073,36482571.903995,44053955.60459892,7571383.700603923,11058962.923363572,7977801.4851369,0.2786121501246104
3074,36176182.15381306,43707302.24521641,7531120.091403352,11002077.166434448,7956367.224271777,0.2768304472045186
3075,36022129.41630349,43573160.48962981,7551031.073326324,11049106.294223238,7953514.255832985,0.2801667352959315
3076,36263651.807395935,43785482.70502597,7521830.897630041,11107375.82916606,7990803.992466796,0.2805857913365713
3077,36287390.422169365,43830040.93008942,7542650.50792006,11088736.467269037,8023718.56783972,0.2764082191398834
3078,36791269.470884606,44315962.19039111,7524692.719506498,10990837.489973567,8033405.1410887875,0.2690816192653843
3079,36394993.97902394,43887701.7556797,7492707.776655756,11006764.509402435,7950772.967106431,0.2776466726153221
3080,36081627.26940462,43652166.80213314,7570539.532728522,10949067.268734217,7965431.001462656,0.27250140984990845
3081,36560167.5236458,44047861.51204023,7487693.988394419,11065068.307091972,8076653.370715477,0.2700765014221485
3082,36358827.34618998,43870734.57217065,7511907.225980666,10961098.039680265,7974540.928700487,0.27246878918226475
3083,36154079.759249106,43746812.7074068,7592732.94815769,11180313.860338194,8020507.172022146,0.28262235996123164
3084,36290066.61827969,43835158.81721788,7545092.198938185,10958729.408143893,7992771.084403555,0.2706480115784417
3085,36005383.968631245,43560013.136354804,7554629.167723558,11076787.828456905,7974534.153683909,0.28006798747224604
3086,36811369.99968911,44358136.49318849,7546766.493499377,11064028.047276447,8094281.124612932,0.2684146234964178
3087,36360745.04710783,43845296.631746136,7484551.584638306,11125674.575217249,8049627.887778725,0.2764818139019187
3088,36389852.80123097,43943458.299641356,7553605.498410392,11102402.130554698,8032525.710876524,0.2765056051455413
3089,36458825.304872215,44008277.85077824,7549452.545906017,11101109.195732858,8035333.5720303245,0.27616840530502873
3090,36254068.39400677,43798096.62807721,7544028.234070439,10955760.263426783,7996043.993625812,0.2701516096223175
3091,36459636.35474139,44004173.710265025,7544537.355523638,11097093.58710153,7997651.720255433,0.2793021292033319
3092,36539496.684661895,44071188.723502964,7531692.038841063,11081615.319526961,8061743.1716987705,0.27251190920757384
3093,36343219.12861917,43861568.84947699,7518349.720857823,11008096.224569853,8005159.20653858,0.27279349278658893
3094,36532456.458865635,44078147.20666506,7545690.747799427,11095664.5970256,8058350.014330149,0.2737388604473192
3095,36657059.93999545,44185537.35638867,7528477.416393218,10993174.985912291,8031435.343527705,0.2694162192615003
3096,36185515.47197819,43739860.35736948,7554344.885391306,11031304.400838686,7967674.820982583,0.2777214251855095
3097,36185537.9842081,43733713.08814727,7548175.103939173,10944656.529627029,7933761.5260195155,0.2751018266728667
3098,36147509.43980978,43725289.82567026,7577780.385860489,10905295.227314888,7952645.235737658,0.2707537879562967
3099,36308479.96630154,43842595.09131257,7534115.125011041,11026757.796064915,7962867.90238411,0.2778595440605584
3100,36262472.24675043,43840412.444340065,7577940.197589634,10994752.823923573,8029663.894572722,0.26968218174937864
3101,35716013.76872434,43256966.718283944,7540952.949559603,10921605.181819484,7918975.232603818,0.27492569995241695
3102,36148073.00684923,43732893.0849606,7584820.078111378,10922367.931500176,7944642.369308218,0.2726263737741501
3103,36182170.764127,43740253.26139582,7558082.497268811,11018371.858797334,7998907.382658842,0.27403907898857843
3104,36211887.50109842,43762506.07520372,7550618.574105307,11047965.518742142,7984795.698177576,0.2772609866828514
3105,36432691.97812811,43943692.6733498,7511000.695221692,11025389.671559874,7998140.594686389,0.274570710610103
3106,36456548.74693174,43986355.68173729,7529806.934805545,11100590.255979164,8063157.02216683,0.273628083171187
3107,36685308.983692594,44191866.21321167,7506557.229519077,11126927.907338688,8036946.59204871,0.27770300491045713
3108,36278492.86921345,43839887.782379106,7561394.913165664,11031483.108629381,7980695.8874179255,0.27655277093476005
3109,36589089.32416634,44129582.36225686,7540493.038090512,11102037.863741232,8057113.781985033,0.27426713177594064
3110,36380360.59855119,43909457.65629664,7529097.0577454455,11023768.458071068,8029816.154144822,0.27159063756770213
3111,36633404.46873357,44167655.064588316,7534250.595854743,11049397.681528363,8042920.117151902,0.2720942490288396
3112,36521393.610175975,44086188.383639045,7564794.773463076,11134391.131910205,8057033.760828357,0.2763830850402234
3113,36225234.547521316,43775240.632667705,7550006.085146389,11009412.22750844,7950945.876073392,0.2778046900444944
3114,36142880.18567176,43681056.59421967,7538176.408547905,11048404.454019561,7962592.757190824,0.27929930603745023
3115,36180527.18387998,43727776.10079301,7547248.916913031,11049578.774062918,8008994.154359425,0.2751765186597673
3116,36212066.76390637,43748265.712617084,7536198.948710724,10999412.081898563,7977895.829449237,0.27469797748751984
3117,36605311.48520163,44133622.11981538,7528310.634613758,11096152.833650693,8037010.817340905,0.27569393303889045
3118,36192726.063319065,43737799.79139436,7545073.728075299,11104209.57055578,7983833.035765353,0.28100843333005004
3119,36454661.8562993,44031285.763793096,7576623.907493794,11053805.743716966,8021916.282034259,0.2742846700925649
3120,36202388.69229394,43712353.549999766,7509964.857705818,10961523.20137001,7973269.10424163,0.27261303399466397
3121,36355189.17264072,43917800.621667646,7562611.449026927,11142822.92132692,8038208.0496719945,0.27862013904150057
3122,36174533.3022326,43743456.30910922,7568923.006876622,10982333.175485454,7943180.824491122,0.2767310281369234
3123,36444649.289144754,43986230.1660501,7541580.876905341,11058982.46510676,8029574.300891027,0.27393190772967624
3124,36344823.402014896,43892482.805973135,7547659.403958237,11083446.644664789,8058412.449093944,0.27293262579352945
3125,36709390.48040887,44246786.16079414,7537395.680385266,11066510.860496875,8052517.478946296,0.27235263395523873
3126,36166132.66236976,43758271.32241617,7592138.660046429,10969493.154622996,8001282.675561235,0.2705877507030336
3127,36471836.756494366,44009721.381855235,7537884.625360869,11044063.23977449,8015400.429940876,0.27423446824589687
3128,36269625.03161858,43811588.74186363,7541963.710245046,11122522.712092388,8007071.916719633,0.2801028935625946
3129,36061176.27284944,43617637.09972639,7556460.826876942,10972186.418890433,7883065.356262963,0.28154106617337793
3130,36483330.11623284,44002146.28950029,7518816.173267448,10983349.421351455,8006104.202808535,0.27106897034116056
3131,36564589.450132094,44120110.070744246,7555520.620612151,11217355.402313367,8119448.362732271,0.27617089130849964
3132,36362008.5724778,43918084.37663283,7556075.804155027,10996675.37415797,8019365.562719241,0.2707463583434831
3133,36206664.47540274,43756436.51794582,7549772.04254308,10978765.5977891,8001129.44435582,0.2712177545746049
